Tanggal,Wilayah,Seri,Penjualan Harian (Unit),Sumber
2024-11-13,Middle East & Africa,POCO,4175,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Asia,Black Shark,4809,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Europe,Black Shark,1990,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Latin America,Black Shark,829,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Middle East & Africa,Black Shark,663,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Asia,Other,18385,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Europe,Other,7608,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Latin America,Other,3170,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-13,Middle East & Africa,Other,2536,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Asia,Redmi,197027,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Europe,Redmi,81528,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Latin America,Redmi,33970,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Middle East & Africa,Redmi,27176,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Asia,Xiaomi Flagship,23234,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Europe,Xiaomi Flagship,9614,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Latin America,Xiaomi Flagship,4006,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Middle East & Africa,Xiaomi Flagship,3205,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Asia,POCO,33148,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Europe,POCO,13716,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Latin America,POCO,5715,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Middle East & Africa,POCO,4572,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Asia,Black Shark,5266,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Europe,Black Shark,2179,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Latin America,Black Shark,908,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Middle East & Africa,Black Shark,726,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Asia,Other,20136,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Europe,Other,8332,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Latin America,Other,3472,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-14,Middle East & Africa,Other,2777,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Asia,Redmi,196341,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Europe,Redmi,81244,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Latin America,Redmi,33852,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Middle East & Africa,Redmi,27081,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Asia,Xiaomi Flagship,23153,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Europe,Xiaomi Flagship,9581,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Latin America,Xiaomi Flagship,3992,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Middle East & Africa,Xiaomi Flagship,3194,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Asia,POCO,33032,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Europe,POCO,13668,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Latin America,POCO,5695,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Middle East & Africa,POCO,4556,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Asia,Black Shark,5248,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Europe,Black Shark,2172,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Latin America,Black Shark,905,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Middle East & Africa,Black Shark,724,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Asia,Other,20066,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Europe,Other,8303,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Latin America,Other,3460,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-15,Middle East & Africa,Other,2768,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Asia,Redmi,184675,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Europe,Redmi,76417,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Latin America,Redmi,31841,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Middle East & Africa,Redmi,25472,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Asia,Xiaomi Flagship,21778,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Europe,Xiaomi Flagship,9011,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Latin America,Xiaomi Flagship,3755,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Middle East & Africa,Xiaomi Flagship,3004,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Asia,POCO,31070,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Europe,POCO,12856,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Latin America,POCO,5357,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Middle East & Africa,POCO,4285,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Asia,Black Shark,4936,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Europe,Black Shark,2043,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Latin America,Black Shark,851,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Middle East & Africa,Black Shark,681,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Asia,Other,18874,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Europe,Other,7810,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Latin America,Other,3254,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-16,Middle East & Africa,Other,2603,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Asia,Redmi,181057,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Europe,Redmi,74920,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Latin America,Redmi,31217,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Middle East & Africa,Redmi,24973,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Asia,Xiaomi Flagship,21351,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Europe,Xiaomi Flagship,8835,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Latin America,Xiaomi Flagship,3681,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Middle East & Africa,Xiaomi Flagship,2945,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Asia,POCO,30461,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Europe,POCO,12605,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Latin America,POCO,5252,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Middle East & Africa,POCO,4202,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Asia,Black Shark,4840,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Europe,Black Shark,2003,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Latin America,Black Shark,834,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Middle East & Africa,Black Shark,668,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Asia,Other,18504,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Europe,Other,7657,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Latin America,Other,3190,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-17,Middle East & Africa,Other,2552,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Asia,Redmi,186222,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Europe,Redmi,77057,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Latin America,Redmi,32107,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Middle East & Africa,Redmi,25686,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Asia,Xiaomi Flagship,21960,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Europe,Xiaomi Flagship,9087,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Latin America,Xiaomi Flagship,3786,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Middle East & Africa,Xiaomi Flagship,3029,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Asia,POCO,31330,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Europe,POCO,12964,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Latin America,POCO,5402,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Middle East & Africa,POCO,4321,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Asia,Black Shark,4978,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Europe,Black Shark,2060,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Latin America,Black Shark,858,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Middle East & Africa,Black Shark,687,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Asia,Other,19032,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Europe,Other,7875,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Latin America,Other,3281,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-18,Middle East & Africa,Other,2625,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Asia,Redmi,193096,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Europe,Redmi,79902,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Latin America,Redmi,33292,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Middle East & Africa,Redmi,26634,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Asia,Xiaomi Flagship,22771,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Europe,Xiaomi Flagship,9422,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Latin America,Xiaomi Flagship,3926,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Middle East & Africa,Xiaomi Flagship,3141,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Asia,POCO,32486,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Europe,POCO,13443,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Latin America,POCO,5601,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Middle East & Africa,POCO,4481,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Asia,Black Shark,5161,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Europe,Black Shark,2136,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Latin America,Black Shark,890,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Middle East & Africa,Black Shark,712,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Asia,Other,19735,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Europe,Other,8166,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Latin America,Other,3403,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-19,Middle East & Africa,Other,2722,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Asia,Redmi,179365,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Europe,Redmi,74220,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Latin America,Redmi,30925,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Middle East & Africa,Redmi,24740,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Asia,Xiaomi Flagship,21151,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Europe,Xiaomi Flagship,8752,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Latin America,Xiaomi Flagship,3647,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Middle East & Africa,Xiaomi Flagship,2917,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Asia,POCO,30176,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Europe,POCO,12487,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Latin America,POCO,5203,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Middle East & Africa,POCO,4162,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Asia,Black Shark,4794,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Europe,Black Shark,1984,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Latin America,Black Shark,827,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Middle East & Africa,Black Shark,661,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Asia,Other,18331,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Europe,Other,7585,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Latin America,Other,3161,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-20,Middle East & Africa,Other,2528,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Asia,Redmi,188625,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Europe,Redmi,78052,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Latin America,Redmi,32522,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Middle East & Africa,Redmi,26017,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Asia,Xiaomi Flagship,22244,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Europe,Xiaomi Flagship,9204,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Latin America,Xiaomi Flagship,3835,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Middle East & Africa,Xiaomi Flagship,3068,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Asia,POCO,31734,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Europe,POCO,13131,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Latin America,POCO,5471,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Middle East & Africa,POCO,4377,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Asia,Black Shark,5042,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Europe,Black Shark,2086,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Latin America,Black Shark,869,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Middle East & Africa,Black Shark,695,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Asia,Other,19278,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Europe,Other,7977,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Latin America,Other,3324,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-21,Middle East & Africa,Other,2659,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Asia,Redmi,196902,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Europe,Redmi,81477,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Latin America,Redmi,33949,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Middle East & Africa,Redmi,27159,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Asia,Xiaomi Flagship,23220,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Europe,Xiaomi Flagship,9608,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Latin America,Xiaomi Flagship,4003,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Middle East & Africa,Xiaomi Flagship,3203,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Asia,POCO,33127,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Europe,POCO,13708,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Latin America,POCO,5711,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Middle East & Africa,POCO,4569,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Asia,Black Shark,5263,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Europe,Black Shark,2178,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Latin America,Black Shark,907,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Middle East & Africa,Black Shark,726,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Asia,Other,20124,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Europe,Other,8327,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Latin America,Other,3470,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-22,Middle East & Africa,Other,2776,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-23,Asia,Redmi,173626,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-23,Europe,Redmi,71845,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-23,Latin America,Redmi,29936,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
2024-11-23,Middle East & Africa,Redmi,23948,Estimasi berbasis shipment Xiaomi 2024 dan struktur wilayah IDC
